STATIONS_ID;MESS_DATUM;QN_6;  RS; RSF;SH_TAG;NSH_TAG;eor
       1046;20201005;    3;   1.8;   4;   0;   0;eor
       1046;20201006;    3;   3.6;   4;   0;   0;eor
       1046;20201007;    3;   1.2;   4;   0;   0;eor
       1046;20201008;    3;   8.3;   4;   0;   0;eor
       1046;20201009;    3;   0.0;   0;   0;   0;eor
       1046;20201010;    3;   4.4;   4;   0;   0;eor
       1046;20201011;    3;   3.6;   4;   0;   0;eor
       1046;20201012;    3;   0.5;   4;   0;   0;eor
       1046;20201013;    3;   0.0;   0;   0;   0;eor
       1046;20201014;    3;   0.1;   4;   0;   0;eor
       1046;20201015;    3;   0.0;   0;   0;   0;eor
       1046;20201016;    3;   0.0;   0;   0;   0;eor
       1046;20201017;    3;   0.3;   4;   0;   0;eor
       1046;20201018;    3;   0.3;   4;   0;   0;eor
       1046;20201019;    3;   0.0;   0;   0;   0;eor
       1046;20201020;    3;   3.6;   4;   0;   0;eor
       1046;20201021;    3;   2.3;   4;   0;   0;eor
       1046;20201022;    3;   2.6;   4;   0;   0;eor
       1046;20201023;    3;   2.2;   4;   0;   0;eor
       1046;20201024;    3;   0.0;   0;   0;   0;eor
       1046;20201025;    3;   7.3;   4;   0;   0;eor
       1046;20201026;    3;   0.4;   4;   0;   0;eor
       1046;20201027;    3;   0.2;   4;   0;   0;eor
       1046;20201028;    3;   6.7;   4;   0;   0;eor
       1046;20201029;    3;   4.5;   4;   0;   0;eor
       1046;20201030;    3;   0.3;   4;   0;   0;eor
       1046;20201031;    3;   0.6;   4;   0;   0;eor
       1046;20201101;    3;   0.2;   4;   0;   0;eor
       1046;20201102;    3;   1.5;   4;   0;   0;eor
       1046;20201103;    3;   0.0;   4;   0;   0;eor
       1046;20201104;    3;   0.0;   0;   0;   0;eor
       1046;20201105;    3;   0.0;   0;   0;   0;eor
       1046;20201106;    3;   0.0;   0;   0;   0;eor
       1046;20201107;    3;   0.0;   0;   0;   0;eor
       1046;20201108;    3;   0.0;   0;   0;   0;eor
       1046;20201109;    3;   0.0;   0;   0;   0;eor
       1046;20201110;    3;   0.0;   0;   0;   0;eor
